%=SNX 2.02 ASU 18:074:83704 ASU 14:213:00000 14:244:00000 P 00437 2            2
*-------------------------------------------------------------------------------
+FILE/REFERENCE
*INFO_TYPE_________ INFO________________________________________________________
 DESCRIPTION        Swarm monthly gravity field
 CONTACT            ales.bezdek@asu.cas.cz
 SOFTWARE           ASU Decorrelated Acceleration Approach (gpest_10)
 INPUT              Swarm kinematic orbits
*Internal info:
* komb_multi_01_SW_2014_0801_NormMtx_nmax020 
* pg: sinex_asu_01c, 15-Mar-2018 23:15:03
-FILE/REFERENCE
*-------------------------------------------------------------------------------
+FILE/COMMENT
 modelname              ASU-Swarm-2014-08-nmax20-orbits-IFG
 earth_gravity_constant 3.986004415e+14
 radius                 6378136.3
 max_degree             20
 norm                   fully_normalized
 tide_system            tide_free
-FILE/COMMENT
*-------------------------------------------------------------------------------
+SOLUTION/STATISTICS
*____STATISTICAL_PARAMETER_____ _______VALUE(S)_______
 NUMBER OF OBSERVATIONS                       23440104
 NUMBER OF UNKNOWNS                                437
 WEIGHTED SQUARE SUM OF O-C           29635203.5899576
-SOLUTION/STATISTICS
*-------------------------------------------------------------------------------
+SOLUTION/ESTIMATE
*INDEX _TYPE_ CODE PT SOLN _REF_EPOCH__ UNIT S ___ESTIMATED_VALUE___ __STD_DEV__
   286 CN       17 --    0 14:228:43200 ---- 2  1.91822489067073e-08 2.78389e-11
   287 CN       17 --    1 14:228:43200 ---- 2 -2.54218438324230e-08 2.76764e-11
   288 SN       17 --    1 14:228:43200 ---- 2 -3.18646085283928e-08 2.79038e-11
   289 CN       17 --    2 14:228:43200 ---- 2 -2.01980942631181e-08 2.68989e-11
   290 SN       17 --    2 14:228:43200 ---- 2  6.81549722440422e-09 2.74665e-11
   291 CN       17 --    3 14:228:43200 ---- 2  6.22130114478329e-09 2.65332e-11
   292 SN       17 --    3 14:228:43200 ---- 2  4.98154340184265e-09 2.64399e-11
   293 CN       17 --    4 14:228:43200 ---- 2  6.40432469483902e-09 2.58527e-11
   294 SN       17 --    4 14:228:43200 ---- 2  2.53445647547943e-08 2.59908e-11
   295 CN       17 --    5 14:228:43200 ---- 2 -1.61575298256577e-08 2.49120e-11
   296 SN       17 --    5 14:228:43200 ---- 2  8.07509796480015e-09 2.49293e-11
   297 CN       17 --    6 14:228:43200 ---- 2 -1.18209670755131e-08 2.37713e-11
   298 SN       17 --    6 14:228:43200 ---- 2 -2.94890177736552e-08 2.35045e-11
   299 CN       17 --    7 14:228:43200 ---- 2  2.48445623562819e-08 2.22319e-11
   300 SN       17 --    7 14:228:43200 ---- 2 -4.35895643384481e-09 2.22926e-11
   301 CN       17 --    8 14:228:43200 ---- 2  3.88853310643302e-08 2.06366e-11
   302 SN       17 --    8 14:228:43200 ---- 2  3.64418855600887e-09 2.07919e-11
   303 CN       17 --    9 14:228:43200 ---- 2  3.46174467475980e-09 1.97633e-11
   304 SN       17 --    9 14:228:43200 ---- 2 -2.76465033865276e-08 1.97655e-11
   305 CN       17 --   10 14:228:43200 ---- 2 -3.75532359884922e-09 1.82820e-11
   306 SN       17 --   10 14:228:43200 ---- 2  1.84194959359713e-08 1.81575e-11
   307 CN       17 --   11 14:228:43200 ---- 2 -1.59643752657588e-08 1.69359e-11
   308 SN       17 --   11 14:228:43200 ---- 2  1.10503514457069e-08 1.69394e-11
   309 CN       17 --   12 14:228:43200 ---- 2  2.88225374995414e-08 1.61349e-11
   310 SN       17 --   12 14:228:43200 ---- 2  2.03660468024309e-08 1.61463e-11
   311 CN       17 --   13 14:228:43200 ---- 2  1.65684271107167e-08 1.55439e-11
   312 SN       17 --   13 14:228:43200 ---- 2  2.01224411589536e-08 1.55376e-11
   313 CN       17 --   14 14:228:43200 ---- 2 -1.42404373050506e-08 1.30280e-11
   314 SN       17 --   14 14:228:43200 ---- 2  1.15642185986576e-08 1.30432e-11
   315 CN       17 --   15 14:228:43200 ---- 2  5.54152474338763e-09 1.16730e-11
   316 SN       17 --   15 14:228:43200 ---- 2  5.25533551418231e-09 1.15642e-11
   317 CN       17 --   16 14:228:43200 ---- 2 -3.04039206976199e-08 9.33877e-12
   318 SN       17 --   16 14:228:43200 ---- 2  3.57975211271101e-09 9.35654e-12
   319 CN       17 --   17 14:228:43200 ---- 2 -3.46608697668512e-08 1.14141e-11
   320 SN       17 --   17 14:228:43200 ---- 2 -1.98197461548663e-08 1.13555e-11
   321 CN       18 --    0 14:228:43200 ---- 2  6.23387674043229e-09 3.08659e-11
   322 CN       18 --    1 14:228:43200 ---- 2  7.12505405445812e-09 3.10235e-11
   323 SN       18 --    1 14:228:43200 ---- 2 -3.92829378729529e-08 3.12075e-11
   324 CN       18 --    2 14:228:43200 ---- 2  1.47207016561640e-08 2.99009e-11
   325 SN       18 --    2 14:228:43200 ---- 2  1.09079678624031e-08 3.05975e-11
   326 CN       18 --    3 14:228:43200 ---- 2 -5.04010401007930e-09 2.98022e-11
   327 SN       18 --    3 14:228:43200 ---- 2 -5.65661891715467e-09 2.97145e-11
   328 CN       18 --    4 14:228:43200 ---- 2  5.47610292195098e-08 2.89124e-11
   329 SN       18 --    4 14:228:43200 ---- 2 -7.55163205399445e-10 2.89926e-11
   330 CN       18 --    5 14:228:43200 ---- 2  6.00223957529097e-09 2.82250e-11
   331 SN       18 --    5 14:228:43200 ---- 2  2.60821241588525e-08 2.81950e-11
   332 CN       18 --    6 14:228:43200 ---- 2  1.36201218420031e-08 2.69559e-11
   333 SN       18 --    6 14:228:43200 ---- 2 -1.31857353628209e-08 2.66460e-11
   334 CN       18 --    7 14:228:43200 ---- 2  6.81817356519233e-09 2.54250e-11
   335 SN       18 --    7 14:228:43200 ---- 2  7.53816856381571e-09 2.54852e-11
   336 CN       18 --    8 14:228:43200 ---- 2  3.04957774912445e-08 2.38204e-11
   337 SN       18 --    8 14:228:43200 ---- 2  4.30341869919737e-09 2.39852e-11
   338 CN       18 --    9 14:228:43200 ---- 2 -1.94923092191346e-08 2.24128e-11
   339 SN       18 --    9 14:228:43200 ---- 2  3.61588509208568e-08 2.24131e-11
   340 CN       18 --   10 14:228:43200 ---- 2  5.18784392384430e-09 2.13919e-11
   341 SN       18 --   10 14:228:43200 ---- 2 -4.17571594355360e-09 2.12976e-11
   342 CN       18 --   11 14:228:43200 ---- 2 -6.93778991246181e-09 1.95292e-11
   343 SN       18 --   11 14:228:43200 ---- 2  2.11477744358983e-09 1.95511e-11
   344 CN       18 --   12 14:228:43200 ---- 2 -2.97726937791742e-08 1.83100e-11
   345 SN       18 --   12 14:228:43200 ---- 2 -1.65055758368418e-08 1.83176e-11
   346 CN       18 --   13 14:228:43200 ---- 2 -6.28507186356949e-09 1.74100e-11
   347 SN       18 --   13 14:228:43200 ---- 2 -3.49442359305702e-08 1.73915e-11
   348 CN       18 --   14 14:228:43200 ---- 2 -8.29956607528341e-09 1.64079e-11
   349 SN       18 --   14 14:228:43200 ---- 2 -1.28013419756583e-08 1.63411e-11
   350 CN       18 --   15 14:228:43200 ---- 2 -4.04716437537836e-08 1.35992e-11
   351 SN       18 --   15 14:228:43200 ---- 2 -2.03804571139175e-08 1.35194e-11
   352 CN       18 --   16 14:228:43200 ---- 2  1.01743307759000e-08 1.20749e-11
   353 SN       18 --   16 14:228:43200 ---- 2  6.51319778013642e-09 1.20517e-11
   354 CN       18 --   17 14:228:43200 ---- 2  3.46593370337904e-09 9.66756e-12
   355 SN       18 --   17 14:228:43200 ---- 2  4.34881211075050e-09 9.69080e-12
   356 CN       18 --   18 14:228:43200 ---- 2  3.00073553953062e-09 1.18381e-11
   357 SN       18 --   18 14:228:43200 ---- 2 -1.08373947537803e-08 1.18180e-11
   358 CN       19 --    0 14:228:43200 ---- 2 -3.04425882230573e-09 2.96536e-11
   359 CN       19 --    1 14:228:43200 ---- 2 -9.04090681107510e-09 3.10737e-11
   360 SN       19 --    1 14:228:43200 ---- 2  1.29569915431811e-09 3.11933e-11
   361 CN       19 --    2 14:228:43200 ---- 2  3.57106508849081e-08 2.89464e-11
   362 SN       19 --    2 14:228:43200 ---- 2 -2.58037543186740e-09 2.93467e-11
   363 CN       19 --    3 14:228:43200 ---- 2 -7.41475003177779e-09 2.89489e-11
   364 SN       19 --    3 14:228:43200 ---- 2  1.22286700855531e-09 2.89344e-11
   365 CN       19 --    4 14:228:43200 ---- 2  1.58200214969034e-08 2.75373e-11
   366 SN       19 --    4 14:228:43200 ---- 2 -8.23502107637527e-09 2.75173e-11
   367 CN       19 --    5 14:228:43200 ---- 2  1.03353419376990e-08 2.74723e-11
   368 SN       19 --    5 14:228:43200 ---- 2  2.74620953387957e-08 2.75147e-11
   369 CN       19 --    6 14:228:43200 ---- 2 -4.66687699881106e-09 2.67251e-11
   370 SN       19 --    6 14:228:43200 ---- 2  1.87499142925043e-08 2.64900e-11
   371 CN       19 --    7 14:228:43200 ---- 2  5.68552579743195e-09 2.48914e-11
   372 SN       19 --    7 14:228:43200 ---- 2 -8.82398656142368e-09 2.49257e-11
   373 CN       19 --    8 14:228:43200 ---- 2  2.98589774688529e-08 2.28751e-11
   374 SN       19 --    8 14:228:43200 ---- 2 -1.00071959639647e-08 2.29872e-11
   375 CN       19 --    9 14:228:43200 ---- 2  3.24493417347206e-09 2.08079e-11
   376 SN       19 --    9 14:228:43200 ---- 2  7.25126349914674e-09 2.07827e-11
   377 CN       19 --   10 14:228:43200 ---- 2 -3.38525359895171e-08 1.88400e-11
   378 SN       19 --   10 14:228:43200 ---- 2 -7.52827731913903e-09 1.87335e-11
   379 CN       19 --   11 14:228:43200 ---- 2  1.62758929724571e-08 1.75875e-11
   380 SN       19 --   11 14:228:43200 ---- 2  1.04006360878700e-08 1.75761e-11
   381 CN       19 --   12 14:228:43200 ---- 2 -2.49403137001403e-09 1.62274e-11
   382 SN       19 --   12 14:228:43200 ---- 2  9.51278355212584e-09 1.62018e-11
   383 CN       19 --   13 14:228:43200 ---- 2 -7.59068434047083e-09 1.52459e-11
   384 SN       19 --   13 14:228:43200 ---- 2 -2.85458528371813e-08 1.52380e-11
   385 CN       19 --   14 14:228:43200 ---- 2 -4.87521312000787e-09 1.53994e-11
   386 SN       19 --   14 14:228:43200 ---- 2 -1.28354824506114e-08 1.53341e-11
   387 CN       19 --   15 14:228:43200 ---- 2 -1.75183837940773e-08 1.58674e-11
   388 SN       19 --   15 14:228:43200 ---- 2 -1.40702028924446e-08 1.55919e-11
   389 CN       19 --   16 14:228:43200 ---- 2 -2.16509987562841e-08 1.36677e-11
   390 SN       19 --   16 14:228:43200 ---- 2 -7.10365963465170e-09 1.36654e-11
   391 CN       19 --   17 14:228:43200 ---- 2  2.87607818220262e-08 1.19821e-11
   392 SN       19 --   17 14:228:43200 ---- 2 -1.53525296013668e-08 1.19340e-11
   393 CN       19 --   18 14:228:43200 ---- 2  3.49630507680202e-08 9.47271e-12
   394 SN       19 --   18 14:228:43200 ---- 2 -9.68696646072280e-09 9.50698e-12
   395 CN       19 --   19 14:228:43200 ---- 2 -2.69991589985514e-09 1.08892e-11
   396 SN       19 --   19 14:228:43200 ---- 2  5.19506390360961e-09 1.09104e-11
   397 CN       20 --    0 14:228:43200 ---- 2  2.12154263635535e-08 3.25080e-11
   398 CN       20 --    1 14:228:43200 ---- 2  5.66177832463660e-09 3.48599e-11
   399 SN       20 --    1 14:228:43200 ---- 2  7.00287201921959e-09 3.49706e-11
   400 CN       20 --    2 14:228:43200 ---- 2  2.02073557485944e-08 3.18199e-11
   401 SN       20 --    2 14:228:43200 ---- 2  1.72088819123731e-08 3.22887e-11
   402 CN       20 --    3 14:228:43200 ---- 2 -4.75590506851478e-09 3.25431e-11
   403 SN       20 --    3 14:228:43200 ---- 2  3.87171117977206e-08 3.25404e-11
   404 CN       20 --    4 14:228:43200 ---- 2  4.28952490919119e-09 3.03491e-11
   405 SN       20 --    4 14:228:43200 ---- 2 -2.25728875048780e-08 3.03325e-11
   406 CN       20 --    5 14:228:43200 ---- 2 -1.01034833413216e-08 3.05052e-11
   407 SN       20 --    5 14:228:43200 ---- 2 -8.16396789056868e-09 3.05412e-11
   408 CN       20 --    6 14:228:43200 ---- 2  1.22778529005402e-08 2.97280e-11
   409 SN       20 --    6 14:228:43200 ---- 2 -4.44856491318521e-09 2.94233e-11
   410 CN       20 --    7 14:228:43200 ---- 2 -2.11068044982014e-08 2.82287e-11
   411 SN       20 --    7 14:228:43200 ---- 2 -7.83708240669362e-10 2.82834e-11
   412 CN       20 --    8 14:228:43200 ---- 2  5.10648381613702e-09 2.60183e-11
   413 SN       20 --    8 14:228:43200 ---- 2  2.23749835261689e-09 2.61788e-11
   414 CN       20 --    9 14:228:43200 ---- 2  1.71644575328358e-08 2.39985e-11
   415 SN       20 --    9 14:228:43200 ---- 2 -7.11404933831282e-09 2.39820e-11
   416 CN       20 --   10 14:228:43200 ---- 2 -3.23845214978129e-08 2.17664e-11
   417 SN       20 --   10 14:228:43200 ---- 2 -4.87208957792361e-09 2.16595e-11
   418 CN       20 --   11 14:228:43200 ---- 2  1.44666788706442e-08 1.98175e-11
   419 SN       20 --   11 14:228:43200 ---- 2 -1.91547250226832e-08 1.98249e-11
   420 CN       20 --   12 14:228:43200 ---- 2 -6.41826545537993e-09 1.86306e-11
   421 SN       20 --   12 14:228:43200 ---- 2  1.81928003390138e-08 1.86292e-11
   422 CN       20 --   13 14:228:43200 ---- 2  2.74090889996640e-08 1.71524e-11
   423 SN       20 --   13 14:228:43200 ---- 2  6.80085316480272e-09 1.71458e-11
   424 CN       20 --   14 14:228:43200 ---- 2  1.15562558835366e-08 1.63231e-11
   425 SN       20 --   14 14:228:43200 ---- 2 -1.43649273742029e-08 1.63591e-11
   426 CN       20 --   15 14:228:43200 ---- 2 -2.57982440822950e-08 1.66274e-11
   427 SN       20 --   15 14:228:43200 ---- 2 -8.18534871441263e-10 1.65434e-11
   428 CN       20 --   16 14:228:43200 ---- 2 -1.22795731231764e-08 1.66671e-11
   429 SN       20 --   16 14:228:43200 ---- 2 -3.72422514215548e-10 1.65746e-11
   430 CN       20 --   17 14:228:43200 ---- 2  4.50417628891143e-09 1.42365e-11
   431 SN       20 --   17 14:228:43200 ---- 2 -1.37091484627729e-08 1.41663e-11
   432 CN       20 --   18 14:228:43200 ---- 2  1.53694285757994e-08 1.23682e-11
   433 SN       20 --   18 14:228:43200 ---- 2 -9.02031472236323e-10 1.23482e-11
   434 CN       20 --   19 14:228:43200 ---- 2 -3.02784616017216e-09 9.78894e-12
   435 SN       20 --   19 14:228:43200 ---- 2  1.09361689784330e-08 9.79006e-12
   436 CN       20 --   20 14:228:43200 ---- 2  3.71182851297241e-09 1.12817e-11
   437 SN       20 --   20 14:228:43200 ---- 2 -1.26985027237518e-08 1.12847e-11
-SOLUTION/ESTIMATE
*-------------------------------------------------------------------------------
+SOLUTION/APRIORI
*INDEX _TYPE_ CODE PT SOLN _REF_EPOCH__ UNIT S ____APRIORI_VALUE____ __STD_DEV__
     1 CN        2 --    0 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
     2 CN        2 --    1 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
     3 SN        2 --    1 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
     4 CN        2 --    2 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
     5 SN        2 --    2 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
     6 CN        3 --    0 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
     7 CN        3 --    1 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
     8 SN        3 --    1 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
     9 CN        3 --    2 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
    10 SN        3 --    2 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
    11 CN        3 --    3 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
    12 SN        3 --    3 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
    13 CN        4 --    0 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
    14 CN        4 --    1 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
    15 SN        4 --    1 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
    16 CN        4 --    2 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
    17 SN        4 --    2 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
    18 CN        4 --    3 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
    19 SN        4 --    3 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
    20 CN        4 --    4 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
    21 SN        4 --    4 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
    22 CN        5 --    0 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
    23 CN        5 --    1 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
    24 SN        5 --    1 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
    25 CN        5 --    2 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
    26 SN        5 --    2 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
    27 CN        5 --    3 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
    28 SN        5 --    3 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
    29 CN        5 --    4 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
    30 SN        5 --    4 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
    31 CN        5 --    5 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
    32 SN        5 --    5 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
    33 CN        6 --    0 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
    34 CN        6 --    1 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
    35 SN        6 --    1 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
    36 CN        6 --    2 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
    37 SN        6 --    2 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
    38 CN        6 --    3 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
    39 SN        6 --    3 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
    40 CN        6 --    4 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
    41 SN        6 --    4 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
    42 CN        6 --    5 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
    43 SN        6 --    5 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
    44 CN        6 --    6 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
    45 SN        6 --    6 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
    46 CN        7 --    0 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
    47 CN        7 --    1 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
    48 SN        7 --    1 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
    49 CN        7 --    2 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
    50 SN        7 --    2 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
    51 CN        7 --    3 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
    52 SN        7 --    3 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
    53 CN        7 --    4 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
    54 SN        7 --    4 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
    55 CN        7 --    5 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
    56 SN        7 --    5 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
    57 CN        7 --    6 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
    58 SN        7 --    6 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
    59 CN        7 --    7 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
    60 SN        7 --    7 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
    61 CN        8 --    0 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
    62 CN        8 --    1 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
    63 SN        8 --    1 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
    64 CN        8 --    2 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
    65 SN        8 --    2 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
    66 CN        8 --    3 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
    67 SN        8 --    3 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
    68 CN        8 --    4 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
    69 SN        8 --    4 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
    70 CN        8 --    5 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
    71 SN        8 --    5 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
    72 CN        8 --    6 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
    73 SN        8 --    6 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
    74 CN        8 --    7 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
    75 SN        8 --    7 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
    76 CN        8 --    8 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
    77 SN        8 --    8 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
    78 CN        9 --    0 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
    79 CN        9 --    1 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
    80 SN        9 --    1 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
    81 CN        9 --    2 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
    82 SN        9 --    2 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
    83 CN        9 --    3 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
    84 SN        9 --    3 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
    85 CN        9 --    4 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
    86 SN        9 --    4 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
    87 CN        9 --    5 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
    88 SN        9 --    5 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
    89 CN        9 --    6 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
    90 SN        9 --    6 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
    91 CN        9 --    7 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
    92 SN        9 --    7 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
    93 CN        9 --    8 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
    94 SN        9 --    8 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
    95 CN        9 --    9 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
    96 SN        9 --    9 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
    97 CN       10 --    0 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
    98 CN       10 --    1 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
    99 SN       10 --    1 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
   100 CN       10 --    2 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
   101 SN       10 --    2 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
   102 CN       10 --    3 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
   103 SN       10 --    3 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
   104 CN       10 --    4 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
   105 SN       10 --    4 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
   106 CN       10 --    5 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
   107 SN       10 --    5 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
   108 CN       10 --    6 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
   109 SN       10 --    6 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
   110 CN       10 --    7 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
   111 SN       10 --    7 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
   112 CN       10 --    8 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
   113 SN       10 --    8 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
   114 CN       10 --    9 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
   115 SN       10 --    9 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
   116 CN       10 --   10 14:228:43200 ---- 2  0.00000000000000e+00 0.00000e+00
